company,country,director,genre,budget,gross,votes,name,rating,released,runtime,score,star,writer,year
Entertainment Manufacturing Company,USA,Andrew Niccol,Crime,50000000,24149632,261701,Lord of War,R,9/16/2005,122,7.6,Nicolas Cage,Andrew Niccol,2005
Lions Gate Films,USA,David Slade,Crime,950000,1007962,138885,Hard Candy,R,4/28/2006,104,7.1,Patrick Wilson,Brian Nelson,2005
Touchstone Pictures,USA,Robert Schwentke,Drama,55000000,89707299,134241,Flightplan,PG-13,9/23/2005,98,6.2,Jodie Foster,Peter A. Dowling,2005
Columbia Pictures Corporation,USA,Rob Marshall,Drama,85000000,57490508,124833,Memoirs of a Geisha,PG-13,12/23/2005,145,7.4,Ziyi Zhang,Robin Swicord,2005
Screen Gems,USA,Scott Derrickson,Drama,20000000,75072454,103356,The Exorcism of Emily Rose,PG-13,9/9/2005,119,6.7,Laura Linney,Paul Harris Boardman,2005
New Line Cinema,USA,Terrence Malick,Biography,30000000,12712093,74644,The New World,PG-13,1/20/2006,135,6.7,Colin Farrell,Terrence Malick,2005
Warner Bros.,Australia,Jaume Collet-Serra,Horror,30000000,32064800,100354,La casa de cera,R,5/6/2005,108,5.3,Chad Michael Murray,Charles Belden,2005
Twentieth Century Fox Film Corporation,USA,Adam Shankman,Adventure,60000000,82571173,46237,Cheaper by the Dozen 2,PG,12/21/2005,94,5.5,Steve Martin,Sam Harper,2005
Paramount Pictures,USA,John Singleton,Action,45000000,74494381,117043,Four Brothers,R,8/12/2005,109,6.9,Mark Wahlberg,David Elliot,2005
Dimension Films,USA,Robert Rodriguez,Action,50000000,39177684,22677,The Adventures of Sharkboy and Lavagirl 3-D,PG,6/10/2005,93,3.5,Cayden Boyd,Robert Rodriguez,2005
Warner Bros.,USA,Shane Black,Comedy,15000000,4243756,188313,Kiss Kiss Bang Bang,R,11/18/2005,103,7.6,Robert Downey Jr.,Brett Halliday,2005
Eden Rock Media,USA,Rob McKittrick,Comedy,3000000,16124543,79505,Waiting...,R,10/7/2005,94,6.8,Ryan Reynolds,Rob McKittrick,2005
Dimension Films,USA,Terry Gilliam,Adventure,88000000,37916267,103728,The Brothers Grimm,PG-13,8/26/2005,118,5.9,Matt Damon,Ehren Kruger,2005
Paramount Pictures,USA,Karyn Kusama,Action,62000000,25857987,114477,Æon Flux,PG-13,12/2/2005,93,5.5,Charlize Theron,Phil Hay,2005
Alcon Entertainment,USA,Ken Kwapis,Comedy,25000000,39008741,47742,The Sisterhood of the Traveling Pants,PG,6/1/2005,119,6.5,Amber Tamblyn,Ann Brashares,2005
Columbia Pictures Corporation,USA,Lee Tamahori,Action,60000000,26873932,58727,xXx: State of the Union,PG-13,4/29/2005,101,4.4,Ice Cube,Rich Wilkes,2005
Touchstone Pictures,USA,Lasse Hallström,Adventure,0,11294832,46586,Casanova,R,1/6/2006,112,6.5,Heath Ledger,Jeffrey Hatcher,2005
DreamWorks,USA,Wes Craven,Mystery,26000000,57891803,99003,Red Eye,PG-13,8/19/2005,85,6.5,Rachel McAdams,Carl Ellsworth,2005
Twentieth Century Fox Animation,USA,Chris Wedge,Animation,75000000,128200012,111639,Robots,PG,3/11/2005,91,6.3,Ewan McGregor,Ron Mita,2005
Inferno Distribution,Germany,Roger Kumble,Comedy,0,32619671,88269,Just Friends,PG-13,11/23/2005,96,6.2,Ryan Reynolds,Adam 'Tex' Davis,2005
DreamWorks,USA,Mark Waters,Comedy,58000000,48318130,87397,Just Like Heaven,PG-13,9/16/2005,95,6.7,Reese Witherspoon,Peter Tolan,2005
Bergman Lustig Productions,USA,Rian Johnson,Action,475000,2060589,89353,Brick,R,4/14/2006,110,7.4,Joseph Gordon-Levitt,Rian Johnson,2005
Columbia Pictures,USA,Martin Campbell,Action,75000000,46464023,77748,The Legend of Zorro,PG,10/28/2005,129,5.9,Antonio Banderas,Roberto Orci,2005
Coach Carter,USA,Thomas Carter,Biography,30000000,67264877,100602,Coach Carter,PG-13,1/14/2005,136,7.3,Samuel L. Jackson,Mark Schwahn,2005
Walt Disney Pictures,USA,Angela Robinson,Adventure,50000000,66023816,38998,Herbie Fully Loaded,G,6/22/2005,101,4.8,Lindsay Lohan,Thomas Lennon,2005
Warner Bros.,USA,Rob Reiner,Comedy,70000000,43000262,43996,Rumor Has It...,PG-13,12/25/2005,97,5.5,Jennifer Aniston,Ted Griffin,2005
Walt Disney Pictures,Canada,Adam Shankman,Action,56000000,113086868,72886,The Pacifier,PG,3/4/2005,95,5.6,Vin Diesel,Thomas Lennon,2005
Twentieth Century Fox Film Corporation,USA,John Polson,Drama,30000000,51100486,73932,Hide and Seek,R,1/28/2005,101,5.9,Robert De Niro,Ari Schlossberg,2005
"Australian Film Finance Corporation, The",Australia,Greg McLean,Horror,1000000,16188180,59341,Wolf Creek,R,12/25/2005,99,6.3,Nathan Phillips,Greg McLean,2005
Walt Disney Pictures,USA,Mark Dindal,Animation,150000000,135386665,70253,Chicken Little,G,11/4/2005,81,5.8,Zach Braff,Mark Dindal,2005
Columbia Pictures Corporation,USA,Catherine Hardwicke,Biography,25000000,11008432,46416,Lords of Dogtown,PG-13,6/3/2005,107,7.1,Heath Ledger,Stacy Peralta,2005
Di Bonaventura Pictures,USA,Mikael Håfström,Crime,22000000,36024076,65085,Derailed,R,11/11/2005,108,6.6,Clive Owen,Stuart Beattie,2005
Universal Pictures,USA,Iain Softley,Horror,43000000,47806295,93583,The Skeleton Key,PG-13,8/12/2005,104,6.5,Kate Hudson,Ehren Kruger,2005
Columbia Pictures Corporation,USA,John Stockwell,Action,50000000,18472363,66598,Into the Blue,PG-13,9/30/2005,110,5.8,Paul Walker,Matt Johnson,2005
John Wells Productions,UK,Andrzej Bartkowiak,Action,60000000,28031250,92480,Doom,R,10/21/2005,105,5.2,Karl Urban,Dave Callaham,2005
BBC Films,UK,Ol Parker,Comedy,7900000,671240,25074,Imagine Me & You,R,5/25/2006,90,6.8,Piper Perabo,Ol Parker,2005
EuropaCorp,France,Guy Ritchie,Action,0,75420,78882,Revolver,R,11/28/2008,111,6.5,Jason Statham,Luc Besson,2005
EuropaCorp,France,Louis Leterrier,Action,32000000,43095600,167685,Transporter 2,PG-13,9/2/2005,87,6.3,Jason Statham,Luc Besson,2005
Universal Pictures,Canada,George A. Romero,Horror,15000000,20700082,82522,Tierra de los muertos,R,6/24/2005,93,6.2,John Leguizamo,George A. Romero,2005
Focus Features,UK,Fernando Meirelles,Drama,0,33579797,117703,The Constant Gardener,R,8/31/2005,129,7.5,Ralph Fiennes,Jeffrey Caine,2005
Sony Pictures Classics,USA,Bennett Miller,Biography,7000000,28747570,108050,Capote,R,2/3/2006,114,7.4,Philip Seymour Hoffman,Dan Futterman,2005
Universal Pictures,USA,Susan Stroman,Comedy,45000000,19377727,36654,The Producers,PG-13,12/25/2005,134,6.4,Nathan Lane,Mel Brooks,2005
Focus Features,USA,Jim Jarmusch,Comedy,10000000,13744960,86481,Broken Flowers,R,8/26/2005,106,7.2,Bill Murray,Jim Jarmusch,2005
Paramount Pictures,UK,Breck Eisner,Action,130000000,68671925,81514,Sahara,PG-13,4/8/2005,124,6,Matthew McConaughey,Clive Cussler,2005
Room 9 Entertainment,USA,Jason Reitman,Comedy,6500000,24792061,198616,Thank You for Smoking,R,4/14/2006,92,7.6,Aaron Eckhart,Jason Reitman,2005
Warner Bros.,USA,Stephen Gaghan,Drama,50000000,50824620,114811,Syriana,R,12/9/2005,128,7,George Clooney,Stephen Gaghan,2005
Andrea Sperling Productions,USA,David Ayer,Action,2000000,3337931,57219,Harsh Times,R,11/10/2006,116,6.9,Christian Bale,David Ayer,2005
Regency Enterprises,USA,Marc Forster,Drama,50000000,3626883,65389,Stay,R,10/21/2005,99,6.9,Ewan McGregor,David Benioff,2005
The Weinstein Company,USA,Cory Edwards,Animation,17500000,51386611,48853,Hoodwinked!,PG,1/13/2006,80,6.5,Anne Hathaway,Cory Edwards,2005
The Family Stone,USA,Thomas Bezucha,Comedy,17000000,60062868,52044,The Family Stone,PG-13,12/16/2005,103,6.3,Dermot Mulroney,Thomas Bezucha,2005
Mandalay Pictures,Germany,John Maybury,Drama,29000000,6303762,98068,Regresiones de un hombre muerto,R,3/4/2005,103,7.1,Adrien Brody,Tom Bleecker,2005
Paramount Pictures,USA,Raja Gosnell,Comedy,45000000,53412862,23229,"Yours, Mine & Ours",PG,11/23/2005,88,5.4,Dennis Quaid,Ron Burch,2005
Walt Disney Pictures,USA,Tim Fywell,Comedy,0,24381334,21228,Ice Princess,G,3/18/2005,98,6,Michelle Trachtenberg,Meg Cabot,2005
CJ Capital Investment,South Korea,Chan-wook Park,Crime,0,211667,58692,Lady Vengeance,R,7/29/2005,115,7.6,Yeong-ae Lee,Seo-kyeong Jeong,2005
BET Pictures,USA,Darren Grant,Comedy,5500000,50633099,11095,Diary of a Mad Black Woman,PG-13,2/25/2005,100,5.7,Kimberly Elise,Tyler Perry,2005
Les Films du Losange,France,Michael Haneke,Drama,0,3634407,58915,Caché,R,2/17/2006,117,7.3,Daniel Auteuil,Michael Haneke,2005
Miramax,USA,John Madden,Drama,20000000,7524766,38387,Proof,PG-13,10/7/2005,100,6.8,Gwyneth Paltrow,David Auburn,2005
DreamWorks,USA,Hideo Nakata,Horror,50000000,76231249,78527,The Ring Two,PG-13,3/18/2005,110,5.4,Naomi Watts,Ehren Kruger,2005
Miramax,USA,Julian Jarrold,Comedy,0,1819454,15158,Kinky Boots,PG-13,5/26/2006,107,7.1,Chiwetel Ejiofor,Geoff Deane,2005
UK Film Council,Australia,John Hillcoat,Crime,2000000,1900725,44941,The Proposition,R,6/9/2006,104,7.4,Ray Winstone,Nick Cave,2005
New Line Cinema,France,Tony Scott,Action,50000000,10169202,59944,Domino,R,10/14/2005,127,6,Keira Knightley,Richard Kelly,2005
New Line Cinema,USA,Lawrence Guterman,Comedy,84000000,17018422,44519,Son of the Mask,PG,2/18/2005,94,2.2,Jamie Kennedy,Lance Khazei,2005
Touchstone Pictures,USA,Nigel Cole,Comedy,30000000,21835784,61081,A Lot Like Love,PG-13,4/22/2005,107,6.6,Ashton Kutcher,Colin Patrick Lynch,2005
New Line Cinema,Germany,Robert Luketic,Comedy,60000000,82931301,47280,Si te casas... te mato,PG-13,5/13/2005,101,5.5,Jennifer Lopez,Anya Kochoff,2005
Touchstone Pictures,USA,Walter Salles,Drama,30000000,25473352,53073,Dark Water,PG-13,7/8/2005,105,5.6,Jennifer Connelly,Kôji Suzuki,2005
Cent Productions Inc.,USA,Jim Sheridan,Biography,40000000,30981850,38564,Get Rich or Die Tryin',R,11/9/2005,117,5.1,50 Cent,Terence Winter,2005
Screen Gems,USA,Bruce Hunt,Adventure,30000000,15007991,30287,The Cave,PG-13,8/26/2005,97,5.1,Piper Perabo,Michael Steinberg,2005
Recorded Picture Company (RPC),UK,Terry Gilliam,Drama,19300000,66453,28341,Tideland,R,8/11/2006,120,6.5,Jeff Bridges,Tony Grisoni,2005
Conundrum Entertainment,USA,Barry W. Blaustein,Comedy,0,35424335,32291,The Ringer,PG-13,12/23/2005,94,5.8,Johnny Knoxville,Ricky Blitt,2005
Revolution Studios,USA,Rupert Wainwright,Horror,18000000,29511112,30834,The Fog,PG-13,10/14/2005,100,3.6,Tom Welling,Cooper Layne,2005
Warner Bros.,USA,Niki Caro,Drama,35000000,18324242,34660,North Country,R,10/21/2005,126,7.3,Charlize Theron,Michael Seitzman,2005
OLC / Rights Entertainment,New Zealand,Roger Donaldson,Biography,25000000,5128124,46465,The World's Fastest Indian,PG-13,3/24/2006,127,7.8,Anthony Hopkins,Roger Donaldson,2005
Columbia Pictures Corporation,USA,Dean Parisot,Comedy,100000000,110332737,117210,Fun with Dick and Jane,PG-13,12/21/2005,90,6.1,Jim Carrey,Judd Apatow,2005
Paramount Pictures,USA,Cameron Crowe,Comedy,57000000,26838389,61111,Elizabethtown,PG-13,10/14/2005,123,6.4,Orlando Bloom,Cameron Crowe,2005
Warner Independent Pictures (WIP),USA,George Clooney,Biography,7500000,31501218,86894,"Good Night, and Good Luck.",PG,11/4/2005,93,7.5,David Strathairn,George Clooney,2005
Crunk Pictures,USA,Craig Brewer,Crime,8000000,22201636,34921,Hustle & Flow,R,7/22/2005,116,7.4,Terrence Howard,Craig Brewer,2005
R.P. Productions,Czech Republic,Roman Polanski,Crime,0,1987287,27113,Oliver Twist,PG-13,9/30/2005,130,6.9,Barney Clark,Charles Dickens,2005
Columbia Pictures Corporation,USA,Mike Bigelow,Comedy,22000000,22264487,43334,Deuce Bigalow: European Gigolo,R,8/12/2005,83,4.6,Rob Schneider,Harris Goldberg,2005
Columbia Pictures Corporation,USA,Nora Ephron,Comedy,85000000,62252415,61436,Bewitched,PG-13,6/24/2005,102,4.8,Nicole Kidman,Nora Ephron,2005
Fox 2000 Pictures,USA,Curtis Hanson,Comedy,0,32880591,54160,In Her Shoes,PG-13,10/7/2005,130,6.5,Toni Collette,Jennifer Weiner,2005
Aardman Animations,UK,Steve Box,Animation,30000000,56110897,105471,The Curse of the Were-Rabbit,G,10/7/2005,85,7.5,Peter Sallis,Steve Box,2005
Dimension Films,USA,John Gulager,Action,3200000,54556,26705,Feast,R,1/18/2007,95,6.4,Navi Rawat,Marcus Dunstan,2005
AITD Productions,Canada,Uwe Boll,Action,20000000,5178569,38854,Alone in the Dark,R,1/28/2005,99,2.3,Christian Slater,Elan Mastai,2005
HBO Films,USA,Mary Harron,Biography,0,1410778,9362,The Notorious Bettie Page,R,5/5/2006,100,6.6,Gretchen Mol,Mary Harron,2005
EuropaCorp,France,Tommy Lee Jones,Adventure,15000000,5023275,35479,Three Burials,R,2/24/2006,121,7.4,Tommy Lee Jones,Guillermo Arriaga,2005
Prime Film Productions LLC,USA,Ben Younger,Comedy,0,22827153,36623,Prime,PG-13,10/28/2005,105,6.2,Uma Thurman,Ben Younger,2005
Miramax,USA,Lasse Hallström,Adventure,30000000,8586392,25594,An Unfinished Life,PG-13,9/16/2005,108,7,Jennifer Lopez,Mark Spragg,2005
Castle Rock Entertainment,USA,John Pasquin,Action,45000000,48478006,56280,Miss Congeniality 2: Armed and Fabulous,PG-13,3/24/2005,115,5,Sandra Bullock,Marc Lawrence,2005
EuropaCorp,France,Louis Leterrier,Action,45000000,24520892,89513,Unleashed,R,5/13/2005,103,7,Jet Li,Luc Besson,2005
Universal Pictures,UK,Sydney Pollack,Crime,80000000,72708161,89351,The Interpreter,PG-13,4/22/2005,128,6.4,Nicole Kidman,Martin Stellman,2005
Revolution Studios,USA,Brian Levant,Adventure,32000000,82674398,24485,Are We There Yet?,PG,1/21/2005,95,4.6,Ice Cube,Steven Gary Banks,2005
Dimension Films,Germany,Wes Craven,Comedy,38000000,19297522,27364,La marca de la bestia,PG-13,2/25/2005,97,5,Christina Ricci,Kevin Williamson,2005
Fox 2000 Pictures,USA,Bobby Farrelly,Comedy,30000000,42071069,37872,Fever Pitch,PG-13,4/8/2005,104,6.2,Drew Barrymore,Lowell Ganz,2005
Columbia Pictures Corporation,USA,Rob Cohen,Action,135000000,32116746,47130,Stealth,PG-13,7/29/2005,121,5,Josh Lucas,W.D. Richter,2005
Fairway Films,USA,Bill Paxton,Drama,0,15331289,23793,The Greatest Game Ever Played,PG,9/30/2005,120,7.5,Shia LaBeouf,Mark Frost,2005
Universal Pictures,USA,Jesse Dylan,Comedy,45000000,52580895,31788,Kicking & Screaming,PG,5/13/2005,95,5.6,Will Ferrell,Leo Benvenuti,2005
IFC Productions,USA,Rebecca Miller,Drama,1500000,712294,9875,The Ballad of Jack and Rose,R,4/8/2005,100,6.7,Daniel Day-Lewis,Rebecca Miller,2005
Andrea Sperling Productions,USA,Jamie Babbit,Crime,900000,381186,13952,The Quiet,R,8/25/2006,96,6.4,Camilla Belle,Abdi Nazemian,2005
Destination Films,UK,Hunter Richards,Drama,0,12667,20156,London,R,2/10/2006,92,6.6,Jessica Biel,Hunter Richards,2005
Rogue Pictures,France,Jean-François Richet,Action,20000000,19976073,68103,Assault on Precinct 13,R,1/19/2005,109,6.3,Ethan Hawke,John Carpenter,2005
United Artists,USA,John Turturro,Comedy,0,540085,10438,Romance & Cigarettes,R,2006,105,6.3,James Gandolfini,John Turturro,2005
Serendipity Point Films,Canada,Atom Egoyan,Crime,25000000,871527,15631,Where the Truth Lies,UNRATED,10/7/2005,107,6.5,Kevin Bacon,Atom Egoyan,2005
Columbia Pictures Corporation,USA,Kevin Rodney Sullivan,Comedy,35000000,68915888,35503,Guess Who,PG-13,3/25/2005,105,5.9,Ashton Kutcher,William Rose,2005
Boll Kino Beteiligungs GmbH & Co. KG,Germany,Uwe Boll,Action,25000000,2405420,31478,BloodRayne,R,1/6/2006,95,2.9,Kristanna Loken,Guinevere Turner,2005
Screen Gems,USA,Stephen Kay,Drama,20000000,46752382,27378,Boogeyman,PG-13,2/4/2005,89,4.1,Barry Watson,Eric Kripke,2005
Movision,Canada,Sturla Gunnarsson,Action,0,66851,16275,Beowulf & Grendel,R,3/9/2006,103,5.9,Hringur Ingvarsson,Anonymous,2005
Twentieth Century Fox Film Corporation,USA,Wayne Wang,Comedy,14000000,32645546,9001,Because of Winn-Dixie,PG,2/18/2005,106,6.4,AnnaSophia Robb,Kate DiCamillo,2005
REN-Mar Studios,USA,Marcos Siega,Comedy,2500000,305688,9036,Pretty Persuasion,R,6/15/2007,100,6.6,Evan Rachel Wood,Skander Halim,2005
Milkshake Films,USA,Danny Cannon,Drama,10000000,4280577,53872,Goal! The Dream Begins,PG-13,5/12/2006,118,6.7,Kuno Becker,Mike Jefferies,2005
Miramax,USA,John Dahl,Action,80000000,10166502,19340,The Great Raid,R,8/12/2005,132,6.7,Benjamin Bratt,William B. Breuer,2005
Warner Bros.,USA,Gary David Goldberg,Comedy,30000000,43894863,27405,Must Love Dogs,PG-13,7/29/2005,98,5.9,Diane Lane,Claire Cook,2005
Rogue Pictures,USA,Jeff Wadlow,Drama,1000000,10047674,23845,Cry_Wolf,PG-13,9/16/2005,90,5.9,Julian Morris,Jeff Wadlow,2005
Sahamongkolfilm Co.,Thailand,Prachya Pinkaew,Action,0,11905519,31727,The Protector,R,9/8/2006,83,7.1,Tony Jaa,Napalee,2005
Paramount Pictures,USA,Richard Linklater,Comedy,30000000,32868349,18270,Bad News Bears,PG-13,7/22/2005,113,5.8,Billy Bob Thornton,Bill Lancaster,2005
Belladonna Productions,USA,Duncan Tucker,Adventure,1000000,9015303,37575,Transamerica,R,3/3/2006,103,7.4,Felicity Huffman,Duncan Tucker,2005
Metro-Goldwyn-Mayer (MGM),USA,Bille Woodruff,Comedy,0,36351350,14248,Beauty Shop,PG-13,3/30/2005,105,5.5,Queen Latifah,Elizabeth Hunter,2005
M&M; Productions,Denmark,Anders Thomas Jensen,Comedy,0,1305,38428,Adam's Apples,R,4/15/2005,94,7.8,Ulrich Thomsen,Anders Thomas Jensen,2005
Twentieth Century Fox Film Corporation,USA,Steve Carr,Comedy,33100000,16808336,11109,Rebound,PG,7/1/2005,86,5.1,Martin Lawrence,William Wolff,2005
Revolution Studios,USA,Stephen Herek,Action,40000000,19699706,20682,Man of the House,PG-13,2/25/2005,100,5.4,Tommy Lee Jones,John J. McLaughlin,2005
Universal Pictures,USA,D.J. Caruso,Drama,20000000,22862049,38668,Two for the Money,R,10/7/2005,122,6.2,Matthew McConaughey,Dan Gilroy,2005
Tag Entertainment,USA,Steve Boyum,Action,16000000,3101301,4076,Supercross,PG-13,8/17/2005,80,4.1,Steve Howey,Ken Solarz,2005
Universal Pictures,USA,Mark Rosman,Comedy,25000000,16247775,24927,The Perfect Man,PG,6/17/2005,100,5.5,Hilary Duff,Michael McQuown,2005
Warner Independent Pictures (WIP),USA,Liev Schreiber,Comedy,7000000,1705595,52683,Everything Is Illuminated,PG-13,10/14/2005,106,7.5,Elijah Wood,Jonathan Safran Foer,2005
Alcon Entertainment,USA,Frederik Du Chau,Adventure,30000000,49772522,13521,Racing Stripes,PG,1/14/2005,102,5.2,Frankie Muniz,David Schmidt,2005
Comedy Central Films,USA,Paul Dinello,Comedy,3500000,2068323,7228,Strangers with Candy,R,7/21/2006,97,6.1,Amy Sedaris,Stephen Colbert,2005
Dimension Films,USA,Jim Gillespie,Horror,0,881745,8454,Venom,R,9/16/2005,87,4.7,Agnes Bruckner,Flint Dille,2005
EuropaCorp,France,Luc Besson,Comedy,0,202200,27839,Angel-A,R,12/21/2005,91,7.1,Rie Rasmussen,Luc Besson,2005
Junebug Movie,USA,Phil Morrison,Comedy,1000000,2678691,19828,Junebug,R,9/16/2005,106,7,Embeth Davidtz,Angus MacLachlan,2005
Paramount Pictures,USA,Gore Verbinski,Comedy,22000000,12482775,71722,The Weather Man,R,10/28/2005,102,6.6,Nicolas Cage,Steve Conrad,2005
Nord-Ouest Productions,France,Christian Carion,Drama,22000000,1054361,23393,Joyeux Noel,PG-13,5/26/2006,116,7.8,Diane Kruger,Christian Carion,2005
Zentropa Entertainments,Denmark,Lars von Trier,Drama,14200000,78378,19714,Manderlay,NOT RATED,11/24/2006,139,7.4,Bryce Dallas Howard,Lars von Trier,2005
Bob Yari Productions,USA,Mike Mills,Comedy,4000000,1325073,19354,Thumbsucker,R,10/7/2005,96,6.6,Lou Taylor Pucci,Walter Kirn,2005
Lions Gate Films,USA,Don Roos,Comedy,0,1311633,8394,Happy Endings,R,7/29/2005,128,6.5,Lisa Kudrow,Don Roos,2005
Franchise Pictures,Czech Republic,Peter Hyams,Action,80000000,1891821,17129,A Sound of Thunder,PG-13,9/2/2005,102,4.2,Edward Burns,Ray Bradbury,2005
Universal Pictures,UK,Geoffrey Sax,Drama,10000000,56386759,43523,White Noise,PG-13,1/7/2005,101,5.5,Michael Keaton,Niall Johnson,2005
Pathé Pictures International,Ireland,Neil Jordan,Comedy,0,828699,18406,Breakfast on Pluto,R,1/6/2006,128,7.3,Cillian Murphy,Neil Jordan,2005
Applause Bhansali Productions,India,Sanjay Leela Bhansali,Drama,0,733094,27633,Black,NOT RATED,2/4/2005,122,8.2,Amitabh Bachchan,Sanjay Leela Bhansali,2005
Morgan Creek Productions,USA,Paul Schrader,Drama,30000000,251495,8626,Dominion: Prequel to the Exorcist,R,5/20/2005,117,5.3,Stellan Skarsgård,William Wisher,2005
New Regency Pictures,USA,Mark Levin,Comedy,0,384924,19906,Little Manhattan,PG,1/5/2006,84,7.6,Josh Hutcherson,Jennifer Flackett,2005
Destination Films,UK,Dave McKean,Adventure,4000000,864959,20947,Mirrormask,PG,3/3/2006,101,6.9,Stephanie Leonidas,Neil Gaiman,2005
Touchstone Pictures,USA,Anand Tucker,Drama,0,10281585,21851,Shopgirl,R,11/4/2005,106,6.4,Steve Martin,Steve Martin,2005
Cinefarm,Argentina,Ricardo de Montreuil,Drama,0,2804642,2725,La mujer de mi hermano,R,4/21/2006,100,6.2,Bárbara Mori,María Eugenia Argomedo,2005
New Line Cinema,USA,Mike Binder,Comedy,9000000,18761993,19715,The Upside of Anger,R,4/1/2005,100,6.9,Joan Allen,Mike Binder,2005
Green Diamond Entertainment,USA,David Kendall,Comedy,0,145450,7723,Dirty Deeds,PG-13,8/17/2006,87,5.9,Milo Ventimiglia,Jon Land,2005
Summit Entertainment,UK,Niall Johnson,Comedy,169000,1618957,29722,Keeping Mum,R,10/6/2006,99,6.8,Rowan Atkinson,Richard Russo,2005
Allan Zeman Productions,UK,Courtney Solomon,Horror,14000000,16298046,22973,An American Haunting,PG-13,5/5/2006,83,5,Donald Sutherland,Brent Monahan,2005
IFC Films,USA,Miranda July,Comedy,2000000,3885134,32369,Me and You and Everyone We Know,R,8/5/2005,91,7.3,John Hawkes,Miranda July,2005
Manitoba Film and Video Production Tax Credit,USA,Jeremy Haft,Horror,3800000,167723,8649,Tamara,R,2/3/2006,98,5.2,Jenna Dewan Tatum,Jeffrey Reddick,2005
Pathé Pictures,UK,Stephen Frears,Comedy,20000000,11034436,14000,Mrs Henderson Presents,R,2/17/2006,103,7.1,Judi Dench,David Rose,2005
Media 8 Entertainment,USA,Randal Kleiser,Adventure,0,478070,12473,Lovewrecked,PG-13,8/17/2007,87,4.9,Amanda Bynes,Stephen Langford,2005
DreamWorks,USA,John Gatins,Drama,32000000,32701088,10608,Dreamer: Inspired by a True Story,PG,10/21/2005,106,6.9,Kurt Russell,John Gatins,2005
Merchant Ivory Productions,UK,James Ivory,Drama,16000000,1666262,5569,The White Countess,PG-13,6/9/2006,135,6.7,Ralph Fiennes,Kazuo Ishiguro,2005
